user_login,cluster,umap_x,umap_y
vitorrolflaube,4,-6.3440905,-5.979873
vitulogia,0,-7.3762403,-7.3739314
viviane92,4,-6.0846505,-5.975227
viviane_picoli_boratini_crivoi,5,-4.34961,-3.8935006
vivianek,10,-2.4181452,-5.657655
vivianeribeiro,3,-13.038775,-3.100379
vivinat,1,-4.418573,-5.977661
vmanoeu,11,-2.6682637,-1.6662865
vmluce,13,-6.1150694,-1.1500113
volpe00,4,-5.468667,-5.632152
vozrozhd,7,-5.9742994,-10.572903
wafflepill,0,-8.2700405,-6.9684587
wagnerflorentino,7,-5.4960985,-10.7675085
walber6,0,-9.553046,-7.10378
wanderson_salazar,0,-7.815086,-8.1930485
wanfredo,4,-5.7189603,-5.983788
washingtonsarago,1,-4.831647,-6.4460354
waspboy,9,-7.313673,-3.7191005
wbsimey,1,-4.1970997,-7.469321
wenderlima,4,-6.884307,-5.650468
wesley87,8,-2.175924,-8.379211
west_wind,3,-12.84703,-2.641748
willian2540,8,-3.3758981,-8.129337
willian97350,8,-1.9577769,-8.200154
willianjames128,10,-1.5320668,-6.61229
willianjames7,8,-2.682419,-8.485301
wilmaxavierdossantos,1,-3.7432687,-7.2148786
wilsonfranca,10,-1.3846515,-4.938602
wim24,8,-2.698251,-8.845326
wonderlandy,12,-6.1235867,-3.2942073
woogi966,10,-1.9161304,-5.1780663
workinggardens,1,-4.5518765,-8.2309675
wrthxr,10,-1.1034476,-6.0104866
wsechrest,7,-6.914657,-9.108688
wyckyd,3,-13.47184,-2.4709988
xenomorph17,6,1.5288767,-3.0520318
yami42,1,-4.0618367,-5.919472
yana_tsay,4,-5.224967,-5.6352243
yanacypimentel,0,-9.115056,-6.9642463
yanlima,3,-13.3346405,-2.5387495
yanmarrese,10,-1.6069056,-5.5156264
yaramouranatu,2,-3.3127358,-4.7048535
yasmin4429,7,-6.134205,-10.325296
yomarcus,7,-5.541478,-10.915492
yone1,6,1.5495933,-3.0937562
yoviajo,7,-5.7007284,-10.797201
yujin25,13,-6.0290475,-0.78289086
yukiinoue,11,-3.1577566,-1.4507066
yuri43,0,-8.156283,-6.9078093
yuriemanuel,8,-2.2343106,-8.603592
yurigabriel,0,-8.06821,-7.6474285
yurillyn,0,-8.312516,-6.977537
yuriumari,4,-4.594985,-4.8209624
yuushimada,8,-1.4752947,-7.47548
yvhun,6,0.33229068,-4.9754696
zamoner_maristela,7,-5.2220945,-10.145745
zedenil,0,-7.6144614,-6.9381504
zeximbico,0,-9.453322,-7.083878
zihan_cai,0,-9.545488,-7.0513115
zilezi,12,-7.120178,-3.4749248
zjesko,0,-8.764569,-7.022995
zoodothalis,1,-5.114062,-7.3880854
